timestamp,pkg,input,threads,mode,run_idx,elapsed_s,task_clock_ms,cycles,instructions,branches,branch_misses,ctx_switches,migrations,page_faults,exit_code
2025-08-11T18:05:13-06:00,streamcluster,simlarge,4,ebpf,7,0.51,1526.53,<not supported>,<not supported>,<not supported>,<not supported>,2776,69,94673,0
2025-08-11T18:05:14-06:00,streamcluster,simlarge,4,ebpf,8,0.53,1545.44,<not supported>,<not supported>,<not supported>,<not supported>,2887,92,94953,0
2025-08-11T18:05:15-06:00,streamcluster,simlarge,4,ebpf,9,0.51,1515.68,<not supported>,<not supported>,<not supported>,<not supported>,2395,83,94871,0
2025-08-11T18:05:15-06:00,streamcluster,simlarge,4,ebpf,10,0.52,1533.95,<not supported>,<not supported>,<not supported>,<not supported>,2522,90,94732,0
2025-08-11T18:05:16-06:00,canneal,simlarge,4,ebpf,1,0.18,131.29,<not supported>,<not supported>,<not supported>,<not supported>,523,49,93290,0
2025-08-11T18:05:16-06:00,canneal,simlarge,4,ebpf,2,0.25,175.57,<not supported>,<not supported>,<not supported>,<not supported>,502,46,92466,0
2025-08-11T18:05:17-06:00,canneal,simlarge,4,ebpf,3,0.21,148.11,<not supported>,<not supported>,<not supported>,<not supported>,533,48,92650,0
2025-08-11T18:05:17-06:00,canneal,simlarge,4,ebpf,4,0.19,139.02,<not supported>,<not supported>,<not supported>,<not supported>,548,49,92442,0
2025-08-11T18:05:18-06:00,canneal,simlarge,4,ebpf,5,0.19,131.17,<not supported>,<not supported>,<not supported>,<not supported>,506,36,92478,0
2025-08-11T18:05:18-06:00,canneal,simlarge,4,ebpf,6,0.18,133.17,<not supported>,<not supported>,<not supported>,<not supported>,526,36,92447,0
2025-08-11T18:05:18-06:00,canneal,simlarge,4,ebpf,7,0.18,131.48,<not supported>,<not supported>,<not supported>,<not supported>,511,48,92492,0
2025-08-11T18:05:19-06:00,canneal,simlarge,4,ebpf,8,0.18,131.52,<not supported>,<not supported>,<not supported>,<not supported>,525,45,92502,0
2025-08-11T18:05:19-06:00,canneal,simlarge,4,ebpf,9,0.17,127.79,<not supported>,<not supported>,<not supported>,<not supported>,504,45,92689,0
2025-08-11T18:05:19-06:00,canneal,simlarge,4,ebpf,10,0.18,132.18,<not supported>,<not supported>,<not supported>,<not supported>,506,75,92670,0
